owner_id,days_since_application,number_of_shows,suggested_price,delta_price,message
a79ce215-afbe-89f2-3267-581b7ef25604,35,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 49 to ~50. This may help attract more qualified applicants and accelerate scheduling."
a7f82790-8a5a-ece9-2274-3376ef05f3e0,40,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~39. This may help attract more qualified applicants and accelerate scheduling."
aa58359d-f53a-b43c-58c6-ea953e7b4c7e,45,0,2300.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
abe78643-bc4d-8b2e-092c-2f089bf09415,35,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~40. This may help attract more qualified applicants and accelerate scheduling."
ac0f95f5-b4b9-8181-6e65-66dba73bf764,38,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 44 to ~47. This may help attract more qualified applicants and accelerate scheduling."
ac2de907-d1c8-b9a2-693e-65d7ee2e5dcd,33,1,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
ad16bcf3-8f1f-9a52-8fba-add0784f76f3,43,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 42 to ~45. This may help attract more qualified applicants and accelerate scheduling."
ad1e8c2d-4491-274d-20e4-57c6bb6c36e4,34,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
ae62b401-4c15-8360-3256-f07aeaebc149,34,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
b46b89ee-77c3-17e2-839d-baaa7c767dd8,39,0,2200.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2200, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
b4ee16da-484a-c326-05ce-be05e57dc10d,35,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 48 to ~51. This may help attract more qualified applicants and accelerate scheduling."
b67d417b-eb14-a60e-2fda-2c56cc9d7269,30,0,2300.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 31 to ~35. This may help attract more qualified applicants and accelerate scheduling."
b78e916d-1602-9735-3823-612b6aa2d5d4,38,0,2300.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 29 to ~34. This may help attract more qualified applicants and accelerate scheduling."
b7fa2c08-6f95-5f84-65ab-0e5d9d2d0215,30,0,1600.0,6,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 40 to ~46. This may help attract more qualified applicants and accelerate scheduling."
b8120a8c-f270-3a8c-76a3-da8fcd5f3b56,39,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
b94cb87f-3c6f-f7eb-3c9f-a715bccf03bd,34,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~41. This may help attract more qualified applicants and accelerate scheduling."
b9fb0e09-7c7c-33d2-6eec-4f33c3c111c7,38,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 45 to ~46. This may help attract more qualified applicants and accelerate scheduling."
bd2b075b-5f85-817a-31a1-87011f6c6478,40,0,1900.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 31 to ~35. This may help attract more qualified applicants and accelerate scheduling."
c090dfb1-5546-dd6e-b210-c5ff045034ad,35,0,1600.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 60 to ~65. This may help attract more qualified applicants and accelerate scheduling."
c60e8f17-fe0d-ec8b-e912-36df4e30b735,34,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 25 to ~26. This may help attract more qualified applicants and accelerate scheduling."
c7dd5eb0-d0bc-d1b0-260f-eee6b8c34655,45,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
ca569d88-2c61-f303-cc44-35c09b2e7c6d,37,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
ca8dd4c6-e624-43b5-0460-148680228482,42,0,1900.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
cc9d4b2a-8440-411d-0818-d34ad4cdc4bc,45,0,1600.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 37 to ~42. This may help attract more qualified applicants and accelerate scheduling."
d0fb6137-5d63-e15f-584a-a476636d50ad,37,0,1600.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 40 to ~45. This may help attract more qualified applicants and accelerate scheduling."
d22a7fa9-9749-a030-c403-735a654f23cf,46,0,2300.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 52 to ~56. This may help attract more qualified applicants and accelerate scheduling."
d275a008-ed27-0897-5051-d9d09fdcfe9a,41,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 50 to ~52. This may help attract more qualified applicants and accelerate scheduling."
d35cc87e-d1e0-4c15-4198-687430d233ac,46,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
d411b3d5-d13e-dc66-f172-3dc86824b953,43,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 30 to ~31. This may help attract more qualified applicants and accelerate scheduling."
d4adf13c-b609-2bc4-ffcf-16e4b4bdc11c,42,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 30 to ~31. This may help attract more qualified applicants and accelerate scheduling."
d5f6c3d1-d4a6-6fc1-34a8-f9d180c3c641,41,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
d602ed24-fd77-37b8-0d5f-06855291b107,41,0,1600.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 60 to ~64. This may help attract more qualified applicants and accelerate scheduling."
d9e08424-bc77-656e-72f3-44c488406268,39,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 41 to ~42. This may help attract more qualified applicants and accelerate scheduling."
db151ddc-3240-bc77-1ba0-3dd11332581f,36,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 29 to ~30. This may help attract more qualified applicants and accelerate scheduling."
db8ec3a6-5278-4949-7ede-441aa68a8bb4,33,0,1900.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 29 to ~34. This may help attract more qualified applicants and accelerate scheduling."
dbbac690-aa3a-43f9-b7de-2d1c8d783d4e,37,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 26 to ~28. This may help attract more qualified applicants and accelerate scheduling."
dc6cb70f-cb42-43cf-a1e0-12fbe5d27d50,40,0,1900.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 40 to ~44. This may help attract more qualified applicants and accelerate scheduling."
dc918724-e819-6a9f-f9b4-ada23fd5b14f,33,0,2800.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 27 to ~28. This may help attract more qualified applicants and accelerate scheduling."
dccfae34-2657-6b63-ad66-3737eab38594,44,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
dd898d40-8a16-19df-b830-232f93b0d7c9,32,0,2300.0,6,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 31 to ~37. This may help attract more qualified applicants and accelerate scheduling."
e2b0af97-2337-e57f-492f-ba2d8d6154cd,46,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
e79d631f-45ff-116e-b868-7b91ed46d900,44,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 36 to ~39. This may help attract more qualified applicants and accelerate scheduling."
ed400998-79da-6787-ce1f-3049b7da6a39,39,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 66 to ~68. This may help attract more qualified applicants and accelerate scheduling."
eeaba3bc-f187-a286-793c-60732f8c5c2d,42,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
f35de12f-5694-9ff6-e529-62e65bf35a74,35,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 36 to ~38. This may help attract more qualified applicants and accelerate scheduling."
f4e5df6b-fcf6-565a-853c-52b526e5218f,42,1,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~35. This may help attract more qualified applicants and accelerate scheduling."
f530755e-11a3-d0af-53b0-aa2ae6d8e011,44,1,1000.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 42 to ~43. This may help attract more qualified applicants and accelerate scheduling."
f5ef5fc4-ccdc-8627-a184-25418887f7aa,43,0,2300.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 38 to ~42. This may help attract more qualified applicants and accelerate scheduling."
f815ca93-e234-47ff-11fa-e127a6cafcd8,34,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~34. This may help attract more qualified applicants and accelerate scheduling."
f8978389-5209-182e-ef34-af7b9ec7b68f,39,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 47 to ~48. This may help attract more qualified applicants and accelerate scheduling."
f8d86a72-c788-aeb2-928b-d5db092ce6e2,36,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~41. This may help attract more qualified applicants and accelerate scheduling."
fab2cc73-c35d-647c-c271-2ab6871424f2,31,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 35 to ~36. This may help attract more qualified applicants and accelerate scheduling."
fb57a5c6-55ab-f226-75ff-b79ff4835d65,38,0,1900.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 34 to ~38. This may help attract more qualified applicants and accelerate scheduling."
fc22094a-c317-4e24-f053-e46c038472a4,46,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~39. This may help attract more qualified applicants and accelerate scheduling."
fe0d9d18-c987-6814-5b4f-3a06b36dae59,37,0,1600.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~36. This may help attract more qualified applicants and accelerate scheduling."
fe15deab-819a-ae8c-6842-0e910a41bc74,43,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
