owner_id,days_since_application,number_of_shows,baseline_matches,relax_price_minus_matches,delta_price,suggested_price,price_message
64a9d4ec-1b91-77b5-e4da-4eb945042cb4,32,0,0,0,0,1600.0,
64ce4d73-3d65-8a43-f15d-c9d55040e8e6,46,0,28,29,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 28 to ~29. This may help attract more qualified applicants and accelerate scheduling."
6610c4d4-0ce4-9b77-1d90-afba5d46f20a,30,0,46,47,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 46 to ~47. This may help attract more qualified applicants and accelerate scheduling."
66859beb-35d7-e769-58c5-4bf3914fe127,42,0,34,36,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~36. This may help attract more qualified applicants and accelerate scheduling."
66b7f1b5-d8b6-2969-c492-161936a02943,40,0,32,37,5,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 32 to ~37. This may help attract more qualified applicants and accelerate scheduling."
68dac401-be3e-7894-9ace-9b489bff62ab,40,0,21,23,2,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 21 to ~23. This may help attract more qualified applicants and accelerate scheduling."
693f50a2-a236-38ef-a18e-82da6b49d0c2,39,0,36,37,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 36 to ~37. This may help attract more qualified applicants and accelerate scheduling."
694d940e-ce45-ea99-ed14-a1985a0279d0,30,0,28,28,0,3300.0,
6a02930b-58a3-acbc-62bf-925e5a29c855,33,0,41,43,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 41 to ~43. This may help attract more qualified applicants and accelerate scheduling."
6a9e2cd9-2d04-240c-83c7-ecc303a5f112,41,0,44,44,0,1300.0,
6b42ce53-2f87-dfed-f88a-0d1a57bd24fe,35,0,29,30,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 29 to ~30. This may help attract more qualified applicants and accelerate scheduling."
6b7acb43-3aca-d456-e31d-dab0a42b1e32,30,0,24,25,1,2800.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 24 to ~25. This may help attract more qualified applicants and accelerate scheduling."
6b875498-e347-4d1c-fc1b-a92dbad7a218,46,0,23,25,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 23 to ~25. This may help attract more qualified applicants and accelerate scheduling."
6e01f9e9-4a0c-23a2-c4c2-7a54a324a6d8,34,0,31,34,3,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 31 to ~34. This may help attract more qualified applicants and accelerate scheduling."
6e0579cc-eb31-9556-19c5-329f9977b42f,45,0,46,46,0,1300.0,
6f775447-bb3d-a0de-6077-00a1a70dfe87,40,0,50,53,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 50 to ~53. This may help attract more qualified applicants and accelerate scheduling."
718bd1c9-bdac-480b-97f5-ae573e5e5cda,30,0,60,60,0,1300.0,
726d2db8-b858-1297-f502-645cf26792b7,44,0,52,52,0,1300.0,
72d4af21-243c-c1fa-3d3e-0439775966f3,41,0,64,64,0,600.0,
72e23738-2283-80fd-0268-788dafa96345,32,0,55,55,0,1300.0,
731c0fff-4fcb-7879-4dd5-5e0403e58d50,30,0,42,42,0,600.0,
7353160c-3c06-e8ee-f096-182032295d09,43,0,32,34,2,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
73a56c91-8e1b-ebc2-103c-50c4a77c38c8,33,0,62,62,0,600.0,
74e3541d-c929-6c20-0e6b-38d909a5b503,32,0,25,25,0,2800.0,
7500cc5a-558d-c61a-cb54-8317909269ca,41,0,49,49,0,2200.0,
75127cbf-9a7d-1de2-712b-f323626131ef,46,0,39,39,0,1300.0,
75cb2f66-4732-9fcf-405c-d80f9a5beeaf,38,0,40,41,1,600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $600, your potential matches could increase from 40 to ~41. This may help attract more qualified applicants and accelerate scheduling."
7661fbb8-b9c8-a8b8-3217-6d3ad5f0fa88,36,0,36,37,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 36 to ~37. This may help attract more qualified applicants and accelerate scheduling."
76757088-ebc5-b7a2-380e-429476846cfe,34,0,24,24,0,2800.0,
76dc0a02-aef2-0e61-f095-2c44504acf4e,45,0,45,45,0,1300.0,
7777dd50-6423-2a60-3deb-f3dd7fdf59d9,38,0,41,41,0,1400.0,
781caeb1-ebe7-0727-55bb-df070963fed0,38,1,25,27,2,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 25 to ~27. This may help attract more qualified applicants and accelerate scheduling."
78771f85-130c-6b93-1ba5-cabbc85f9331,36,0,56,57,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 56 to ~57. This may help attract more qualified applicants and accelerate scheduling."
78f09d28-3eb5-f4d1-6a34-0878f43ca5ec,30,1,22,23,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 22 to ~23. This may help attract more qualified applicants and accelerate scheduling."
79e7b7b8-3a06-9669-33b7-bf5477ffdf40,32,0,38,38,0,1300.0,
7a2eb8c4-411f-12bb-5568-770e5ca644ac,34,0,28,29,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 28 to ~29. This may help attract more qualified applicants and accelerate scheduling."
7a77544a-c9cc-1c7d-81fc-861f83d2b153,38,0,42,46,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 42 to ~46. This may help attract more qualified applicants and accelerate scheduling."
7c51a0b3-8b62-8fc9-d83b-50b2ea756e0d,42,1,27,29,2,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 27 to ~29. This may help attract more qualified applicants and accelerate scheduling."
7cd832c1-8121-63ff-6bbc-6064b6fa4be5,35,0,22,22,0,2800.0,
7d2175e4-8648-fb18-2468-b25f766161fb,32,0,42,44,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 42 to ~44. This may help attract more qualified applicants and accelerate scheduling."
7ebb0d1f-1157-3ae6-0d88-4686cfe643b3,43,0,40,40,0,1000.0,
7f380632-8970-e4b7-6edb-95f0a4a119ee,37,0,36,36,0,1300.0,
8065bd48-b3cf-24a8-2424-5ef22402cd59,35,0,45,45,0,1300.0,
8131fd8e-0094-1f78-94a7-eae778505d7b,46,0,24,24,0,2800.0,
816da1f9-2ee3-483f-0748-012cab0f2cdf,45,0,60,60,0,1300.0,
822a4c98-e3b0-5548-293c-4e766484b69c,30,0,33,33,0,1000.0,
82470291-2bf9-d1bf-fa65-f4bb2d4ee82e,31,0,42,42,0,1400.0,
82c30c5b-4dd3-a6ca-1f95-4d6e7c6529eb,37,0,63,63,0,1000.0,
8323f678-f44e-1181-0341-e7411b82ee89,45,0,46,49,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 46 to ~49. This may help attract more qualified applicants and accelerate scheduling."
84fa4f31-b7a9-d235-09cf-209086f0a0fb,32,0,43,45,2,1400.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1400, your potential matches could increase from 43 to ~45. This may help attract more qualified applicants and accelerate scheduling."
85af04f5-e2ff-f7c6-c004-f5cc3a4617ba,43,0,48,48,0,1000.0,
85becdd8-42db-f451-4378-3e13490a46b3,42,0,23,24,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 23 to ~24. This may help attract more qualified applicants and accelerate scheduling."
85f4b9e4-5c19-09cc-d568-797e748658e1,43,0,23,23,0,2800.0,
860c9a91-31ab-bbd2-36f0-541d55d0fc26,30,0,23,23,0,2200.0,
86f658ac-e84d-5e62-7a7c-87a61c183ba5,44,0,26,26,0,1800.0,
875f8fb1-faab-1f77-f5f0-a17bdf13c9ce,44,1,31,32,1,2800.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 31 to ~32. This may help attract more qualified applicants and accelerate scheduling."
89a5d536-b743-26ea-e1c7-c0af27211bc3,43,0,49,49,0,1000.0,
8a1d62fe-cba7-f5d6-fd31-ded2bd073a8b,46,0,58,58,0,1800.0,
8b89b5ba-be3b-737a-828d-e6c3c3b87369,30,0,31,31,0,1400.0,
8b949704-e09b-9e95-1a06-94ed2a03f1b1,30,0,44,45,1,1000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 44 to ~45. This may help attract more qualified applicants and accelerate scheduling."
8bfaa5c8-5d03-4904-d2c5-77a0d7419498,34,0,26,32,6,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~32. This may help attract more qualified applicants and accelerate scheduling."
8c3aa944-6987-ce21-9628-c13d2152c0ae,46,0,22,22,0,2200.0,
8eb3e8a2-209b-9f01-34c5-d31c61beec81,43,0,50,56,6,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 50 to ~56. This may help attract more qualified applicants and accelerate scheduling."
8f41b6fa-1647-0484-8c29-d25312626c19,34,0,47,47,0,1400.0,
8f5fbf30-1073-1642-8b47-4e4cc3520e95,41,0,50,51,1,1000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 50 to ~51. This may help attract more qualified applicants and accelerate scheduling."
8f830c89-9be1-b1e7-094c-89919c05040d,45,0,34,35,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
90381a03-1cf5-bf81-3f13-6808f622e751,44,1,26,27,1,2200.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2200, your potential matches could increase from 26 to ~27. This may help attract more qualified applicants and accelerate scheduling."
914392ff-7515-1b16-d7f0-ed141542ccd3,37,0,29,34,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 29 to ~34. This may help attract more qualified applicants and accelerate scheduling."
919628d5-0f5d-e9b5-ca35-0b39465f651c,42,0,50,50,0,1300.0,
9196a46b-ed42-b578-f008-42239e07d377,41,0,43,43,0,1000.0,
91b67107-3a81-eb55-3eae-e319325a1f9b,45,0,57,60,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 57 to ~60. This may help attract more qualified applicants and accelerate scheduling."
926ad51f-7e85-c66c-b448-bdf0e7729f92,39,0,37,37,0,1400.0,
93f0397b-bae1-c8ee-b4a5-405193232631,43,0,44,44,0,1300.0,
947411fc-0036-c8e4-274e-f5147e61a9a1,32,0,32,36,4,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~36. This may help attract more qualified applicants and accelerate scheduling."
949dae29-cafa-53b8-6bb5-d8b933c5ae35,39,0,18,18,0,2800.0,
94f30985-706d-6040-b919-2e4160221256,31,1,67,67,0,1300.0,
950c42fc-30ef-fdd1-19ec-95a676df26e5,37,0,41,41,0,2200.0,
9641691e-33d6-f639-0668-95ac09463604,41,0,47,47,0,600.0,
969ad3b3-b995-991c-fc7f-b4fccdc4899b,37,0,26,26,0,2800.0,
976a8826-fd27-f635-1009-89774b15edb9,44,0,40,40,0,1300.0,
9802a9c7-2e51-5843-cff0-64f3781dba1e,38,0,27,27,0,600.0,
9922a8c1-2e56-273c-feb6-9e235e4f2099,40,0,40,45,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 40 to ~45. This may help attract more qualified applicants and accelerate scheduling."
9a1e3907-3173-d275-f3ec-4fd954fe5163,46,0,28,29,1,3000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $3000, your potential matches could increase from 28 to ~29. This may help attract more qualified applicants and accelerate scheduling."
9a781d6e-b4d5-30a8-1709-749503be4359,45,0,48,50,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 48 to ~50. This may help attract more qualified applicants and accelerate scheduling."
9c405ca0-ae43-1df8-315a-5b6ecd28e2a8,30,0,38,38,0,2100.0,
9cf82c62-65fa-0d9d-855b-9c4ca23fbb0f,46,0,25,26,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 25 to ~26. This may help attract more qualified applicants and accelerate scheduling."
9d0ffc7a-4527-dcba-931f-63b041461343,46,0,27,30,3,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 27 to ~30. This may help attract more qualified applicants and accelerate scheduling."
9d219a51-d858-744d-5ff3-9a52961d7600,37,0,29,29,0,1300.0,
9d58f23f-f8d5-02e4-938b-162b9c41d7fd,31,0,41,42,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 41 to ~42. This may help attract more qualified applicants and accelerate scheduling."
9d864ed4-dbc5-1b08-d121-5ac3aea20b72,36,0,44,45,1,2200.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2200, your potential matches could increase from 44 to ~45. This may help attract more qualified applicants and accelerate scheduling."
9e0e1e61-e316-515e-e3b4-0fcb3430ae46,36,0,27,27,0,2200.0,
9eaa3967-9045-a2cd-441b-6dd34a699c4f,43,0,27,27,0,2200.0,
9f1bd827-c0e6-0542-0ca0-7adb318c5818,36,0,62,62,0,1300.0,
9f800d8a-6395-e20b-0fb1-7e51af248915,46,0,31,31,0,2800.0,
a0072467-c84e-1b56-6555-16239ac938f8,40,0,30,33,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 30 to ~33. This may help attract more qualified applicants and accelerate scheduling."
a14ee440-4e51-4c2d-8803-ced235c46f82,32,0,29,29,0,2200.0,
a29993d8-e942-27d7-5795-4c031bd66b99,37,0,38,40,2,2800.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 38 to ~40. This may help attract more qualified applicants and accelerate scheduling."
a2b23580-548b-78bc-d8e3-e6f110132bbc,31,0,44,47,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 44 to ~47. This may help attract more qualified applicants and accelerate scheduling."
a2f74236-3b25-79d6-a59a-5401453d0dea,36,0,38,38,0,1400.0,
a3371bd7-ae6f-0e73-4663-d93e919d6ef3,41,0,22,22,0,2800.0,
a36b3f75-3a71-49c4-0666-898740198d05,40,0,34,34,0,1300.0,
a43897fa-4db6-ce81-df88-ed910f1a824f,33,0,47,52,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 47 to ~52. This may help attract more qualified applicants and accelerate scheduling."
a46dc0a7-130d-483a-079d-014b1cd1aa6b,41,0,25,25,0,2200.0,
a4ac2e0e-3372-63b5-2c41-61693c212879,42,0,38,38,0,1300.0,
a6169df2-f503-490f-6b35-89cf4bedf469,36,1,35,35,0,1300.0,
a62c96af-709b-139b-b999-d66273897170,30,0,25,30,5,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 25 to ~30. This may help attract more qualified applicants and accelerate scheduling."
a786645e-44a2-66f8-1045-2e3349b11a6c,30,0,36,38,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 36 to ~38. This may help attract more qualified applicants and accelerate scheduling."
a79ce215-afbe-89f2-3267-581b7ef25604,35,0,49,50,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 49 to ~50. This may help attract more qualified applicants and accelerate scheduling."
a7f82790-8a5a-ece9-2274-3376ef05f3e0,40,0,37,39,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~39. This may help attract more qualified applicants and accelerate scheduling."
aa58359d-f53a-b43c-58c6-ea953e7b4c7e,45,0,26,30,4,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
ab0d3401-4553-4fa0-97ab-a6f0896cc0d6,37,0,35,35,0,1800.0,
ab69d95a-f118-4e5f-c4e2-661a886b1dd1,37,0,20,20,0,2800.0,
abe78643-bc4d-8b2e-092c-2f089bf09415,35,0,39,40,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~40. This may help attract more qualified applicants and accelerate scheduling."
ac0f95f5-b4b9-8181-6e65-66dba73bf764,38,0,44,47,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 44 to ~47. This may help attract more qualified applicants and accelerate scheduling."
ac2de907-d1c8-b9a2-693e-65d7ee2e5dcd,33,1,32,33,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
ad16bcf3-8f1f-9a52-8fba-add0784f76f3,43,0,42,45,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 42 to ~45. This may help attract more qualified applicants and accelerate scheduling."
ad1e8c2d-4491-274d-20e4-57c6bb6c36e4,34,0,33,36,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
ad2a37fd-9f39-0455-856e-3d942aa86ad3,41,0,32,32,0,2200.0,
ae62b401-4c15-8360-3256-f07aeaebc149,34,0,33,36,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
ae9b94e4-ed28-0da5-be4f-e808521fd5d0,42,0,53,53,0,1300.0,
af93505f-06f9-510e-50dc-3092621df723,44,0,35,35,0,1300.0,
b0634328-4721-f171-729f-429ce5b3f824,38,0,40,40,0,600.0,
b1c53418-552c-147d-a931-8bbe662f5c93,42,0,28,28,0,1900.0,
b2b7e589-a294-3afa-6cb5-1544bc66d1a5,45,0,35,35,0,1900.0,
b46b89ee-77c3-17e2-839d-baaa7c767dd8,39,0,32,33,1,2200.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2200, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
b496f708-13e7-731b-a23f-c7d3d9d6ea13,38,0,50,50,0,1300.0,
b4c2daa7-be0c-6ee4-8a22-22ad96ab1fc5,39,0,42,42,0,600.0,
b4ee16da-484a-c326-05ce-be05e57dc10d,35,0,48,51,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 48 to ~51. This may help attract more qualified applicants and accelerate scheduling."
b557e5f0-2b59-c893-f1fc-0f89e3edc5d8,36,0,38,38,0,1300.0,
b66295e9-b27a-fab4-2baa-01364dd4b5ca,40,0,50,50,0,1300.0,
b67d417b-eb14-a60e-2fda-2c56cc9d7269,30,0,31,35,4,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 31 to ~35. This may help attract more qualified applicants and accelerate scheduling."
b6a8fae6-bcd7-bfb5-ae87-9d1f75645835,34,0,45,45,0,1800.0,
b78e916d-1602-9735-3823-612b6aa2d5d4,38,0,29,34,5,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 29 to ~34. This may help attract more qualified applicants and accelerate scheduling."
b7c16e5a-1e31-d312-08f6-d7540997a1e5,41,0,51,51,0,1400.0,
b7fa2c08-6f95-5f84-65ab-0e5d9d2d0215,30,0,40,46,6,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 40 to ~46. This may help attract more qualified applicants and accelerate scheduling."
b8120a8c-f270-3a8c-76a3-da8fcd5f3b56,39,0,38,39,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
b84c463f-bcb6-9caa-5f72-0d91cd8f0fee,41,0,21,21,0,3300.0,
b94cb87f-3c6f-f7eb-3c9f-a715bccf03bd,34,0,39,41,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~41. This may help attract more qualified applicants and accelerate scheduling."
b9fb0e09-7c7c-33d2-6eec-4f33c3c111c7,38,0,45,46,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 45 to ~46. This may help attract more qualified applicants and accelerate scheduling."
bb0a1b1e-591e-21b6-e8a9-195b8cdcea88,36,0,25,25,0,2200.0,
bb4c4a81-4e80-c879-f4f8-58cae9e8f865,34,0,33,33,0,1300.0,
bc38cd97-e61a-b422-974f-f13903a3a0a6,46,0,44,44,0,1300.0,
bd2b075b-5f85-817a-31a1-87011f6c6478,40,0,31,35,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 31 to ~35. This may help attract more qualified applicants and accelerate scheduling."
c014faa3-aa99-3aaa-de5b-0611779902b4,43,0,33,33,0,1000.0,
c090dfb1-5546-dd6e-b210-c5ff045034ad,35,0,60,65,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 60 to ~65. This may help attract more qualified applicants and accelerate scheduling."
c0b9671b-e1a6-755c-afb2-04a12d0f4bd2,31,0,45,45,0,1300.0,
c0f4cfba-bddc-d435-b0fd-13d1833b573b,44,0,48,48,0,600.0,
c30417c9-bb3c-c356-442b-e43d937283d5,44,0,40,40,0,1300.0,
c3e932ff-e388-97ca-fe93-548372c5f286,33,0,54,54,0,1300.0,
c57f5767-46b4-6aa9-fc7a-5c031e55fe30,34,0,34,34,0,1800.0,
c58c0788-bc38-6b14-8424-7d95c915da6b,45,0,34,34,0,1800.0,
c60e8f17-fe0d-ec8b-e912-36df4e30b735,34,0,25,26,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 25 to ~26. This may help attract more qualified applicants and accelerate scheduling."
c696e860-210f-9ad1-21f8-b1e15a7a3601,45,0,39,39,0,1300.0,
c7dd5eb0-d0bc-d1b0-260f-eee6b8c34655,45,0,34,35,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
c7efdaa6-4622-2535-3ab2-9d2bf771efb1,38,0,37,37,0,1300.0,
c86327d7-fe3b-9fe0-8e6b-a75e5888ee2e,37,0,17,17,0,2800.0,
c96f1110-a263-52b6-e0be-dfb1e18a6946,39,1,25,25,0,1900.0,
c9ff8e93-f4dd-ed87-0578-d9687ecb496e,40,0,44,44,0,1300.0,
ca569d88-2c61-f303-cc44-35c09b2e7c6d,37,0,37,38,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
ca8dd4c6-e624-43b5-0460-148680228482,42,0,26,30,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
cad4c531-37dc-8b31-3085-890a652bd9d7,31,0,54,54,0,600.0,
cc9d4b2a-8440-411d-0818-d34ad4cdc4bc,45,0,37,42,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 37 to ~42. This may help attract more qualified applicants and accelerate scheduling."
ccb55644-b351-61c7-237c-e4a993e94fee,39,0,38,38,0,600.0,
cd7dd183-b66d-9789-5fdb-e035f4a85884,37,0,31,31,0,1400.0,
d0c19aa3-7f54-622c-88a8-a7895cae0322,35,0,57,57,0,1300.0,
d0fb6137-5d63-e15f-584a-a476636d50ad,37,0,40,45,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 40 to ~45. This may help attract more qualified applicants and accelerate scheduling."
d1796d4a-90c2-d6d5-5f0b-c8c4ea4b2a98,37,0,44,44,0,1300.0,
d1a47f4d-05a1-f72f-2539-10c0106776a8,41,0,32,32,0,3300.0,
d22a7fa9-9749-a030-c403-735a654f23cf,46,0,52,56,4,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 52 to ~56. This may help attract more qualified applicants and accelerate scheduling."
d275a008-ed27-0897-5051-d9d09fdcfe9a,41,0,50,52,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 50 to ~52. This may help attract more qualified applicants and accelerate scheduling."
d35cc87e-d1e0-4c15-4198-687430d233ac,46,0,37,38,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
d37bff34-dd81-1d48-8383-cc2c377603bb,39,0,49,49,0,1800.0,
d411b3d5-d13e-dc66-f172-3dc86824b953,43,0,30,31,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 30 to ~31. This may help attract more qualified applicants and accelerate scheduling."
d4adf13c-b609-2bc4-ffcf-16e4b4bdc11c,42,0,30,31,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 30 to ~31. This may help attract more qualified applicants and accelerate scheduling."
d4bc1f71-6cbf-c14f-7bf3-d52fe0303e00,34,0,29,29,0,1800.0,
d5f6c3d1-d4a6-6fc1-34a8-f9d180c3c641,41,0,32,34,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
d602ed24-fd77-37b8-0d5f-06855291b107,41,0,60,64,4,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 60 to ~64. This may help attract more qualified applicants and accelerate scheduling."
d6fc9fa1-a121-f081-36d9-f312b45c3608,40,0,38,38,0,1300.0,
d714a38c-7c1e-3627-b2f0-0c45654675ff,31,0,35,35,0,1000.0,
d94ca24a-a45c-6ad0-0ddd-3f4c0d03adf2,41,0,38,38,0,600.0,
d95cec72-8178-ca31-ca93-93ceab19b71e,45,0,40,40,0,1400.0,
d9c227bc-b7f8-0880-4dbe-c5d6d2f9271d,45,0,36,36,0,1800.0,
